source,title,summary,link,compound,sentiment
Google News,15 Liberals And Conservatives Are Sharing The Political Opinions They Hold That Align With The Opposite Party - Yahoo,"<a href=""https://news.google.com/rss/articles/CBMikgFBVV95cUxNY3ZERE5fZ1ZPdEdmbjE1WW5xd1VKOERhb2dZQmJGTUx6VG1TUnR2c1dnc3VYb1ptd0ZxcVBzT0Fydy1kZ0NxQkQydmJ2TXJOdTd3ME9JNF9rRGRpak8xNDdybkNWQmNiLWt6NGkxdVlxaHpiR01OSnY2QlNlV2twRnNXVldnRVlEN0xfZnlLbjJJdw?oc=5"" target=""_blank"">15 Liberals And Conservatives Are Sharing The Political Opinions They Hold That Align With The Opposite Party</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo</font>",https://news.google.com/rss/articles/CBMikgFBVV95cUxNY3ZERE5fZ1ZPdEdmbjE1WW5xd1VKOERhb2dZQmJGTUx6VG1TUnR2c1dnc3VYb1ptd0ZxcVBzT0Fydy1kZ0NxQkQydmJ2TXJOdTd3ME9JNF9rRGRpak8xNDdybkNWQmNiLWt6NGkxdVlxaHpiR01OSnY2QlNlV2twRnNXVldnRVlEN0xfZnlLbjJJdw?oc=5,0.6705,Positive
Google News,Canada’s Liberals celebrate a stunning win and as populist challenger Poilievre loses his seat - PBS,"<a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxQbS1EVnRjUlo1MXd2elFwWDA1NTVnbEFJVE1Xc0oxOXdyTk1QNnJNMEdZM0xJTE16VVA1WDJyS0RCVmsyeUJHOWJwQkxMNHBUWFNhcmY5bG0tMDFBR3V2Rm1Vd3BsWklLMXI4Wk9va3hoTkE4T2dPMVBUelNEelQyVE9zU3VJVGU1bFlBZXctVHY1ZWJyc3lpQ2xXclNDVTFQUi1Id1V2TUNsWG12Y2d3SzdEczUwUWJ5NTAzM1NpZ1VLZEtCZjdv0gHMAUFVX3lxTE1WMjFiNm9vSC16d2dNQXUzQlVESzhra2QwYWY1Z2owXzhLQVFidUtDa000TjJHMHZiLXlxVm5pbjR3aTFGN1Zsa2ZydHBDTHVzaHc3c3ZNZWM0eVdBN2pKY3VCU0Q5bUJXc3B4eFBzM1oyQVpzbFhOa0lLY21nUUNiYms3bGtwZHU5b2l1Mm50MUxJRDE5UzZBSkF1NzJGazM1a2hHdGNjUXlBNUVBSThaSUF3WXJLamVjM212VWZFclRBX25aRFRrVFdSUg?oc=5"" target=""_blank"">Canada’s Liberals celebrate a stunning win and as populist challenger Poilievre loses his seat</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PBS</font>",https://news.google.com/rss/articles/CBMixwFBVV95cUxQbS1EVnRjUlo1MXd2elFwWDA1NTVnbEFJVE1Xc0oxOXdyTk1QNnJNMEdZM0xJTE16VVA1WDJyS0RCVmsyeUJHOWJwQkxMNHBUWFNhcmY5bG0tMDFBR3V2Rm1Vd3BsWklLMXI4Wk9va3hoTkE4T2dPMVBUelNEelQyVE9zU3VJVGU1bFlBZXctVHY1ZWJyc3lpQ2xXclNDVTFQUi1Id1V2TUNsWG12Y2d3SzdEczUwUWJ5NTAzM1NpZ1VLZEtCZjdv0gHMAUFVX3lxTE1WMjFiNm9vSC16d2dNQXUzQlVESzhra2QwYWY1Z2owXzhLQVFidUtDa000TjJHMHZiLXlxVm5pbjR3aTFGN1Zsa2ZydHBDTHVzaHc3c3ZNZWM0eVdBN2pKY3VCU0Q5bUJXc3B4eFBzM1oyQVpzbFhOa0lLY21nUUNiYms3bGtwZHU5b2l1Mm50MUxJRDE5UzZBSkF1NzJGazM1a2hHdGNjUXlBNUVBSThaSUF3WXJLamVjM212VWZFclRBX25aRFRrVFdSUg?oc=5,0.8519,Positive
Google News,There is No Post-Liberalism—Only Liberalism - The European Conservative,"<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxPQmNZbFVjaG5FWXJ0Z2I0UE16OGMzSFViUmlSMC1LcFhrc1B1ck9oM3dxSHJPZk9FaWFhWGZsczVCUzNQU3R0cG5rTmp4eDRoaE5aa1UzSjRKUE14aWtjNGRqS25MZnpxeGtGZDkweUl3c0ZCZkpqanl4cHdMemRYZlVDUDh3eHowLTd3cUJvMTBscXdFMzl6Q1NkQ2l3ZUV5ZmoxQkVoa2oteERMcHZZZHVzZGF4c1BGQ3lr?oc=5"" target=""_blank"">There is No Post-Liberalism—Only Liberalism</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The European Conservative</font>",https://news.google.com/rss/articles/CBMiuwFBVV95cUxPQmNZbFVjaG5FWXJ0Z2I0UE16OGMzSFViUmlSMC1LcFhrc1B1ck9oM3dxSHJPZk9FaWFhWGZsczVCUzNQU3R0cG5rTmp4eDRoaE5aa1UzSjRKUE14aWtjNGRqS25MZnpxeGtGZDkweUl3c0ZCZkpqanl4cHdMemRYZlVDUDh3eHowLTd3cUJvMTBscXdFMzl6Q1NkQ2l3ZUV5ZmoxQkVoa2oteERMcHZZZHVzZGF4c1BGQ3lr?oc=5,-0.296,Negative
Google News,How Canada’s Liberals Won: The Regional Breakdown - American Enterprise Institute,"<a href=""https://news.google.com/rss/articles/CBMimwFBVV95cUxQaHY5VDFvSko3YjRZWjItRW5iQS1GM2VYQ1FsTjg0U0V1Zi1vejN5aU9NWk1LTUQtZWdBajFVQzh5Q214NE5vOGxzUFZ2UjFTV3VJd2Exa2dybE5rYlBEZXIxWjVnVnljUjdzX3NzckdxMkxWN0d1bXlhMDNpb0czMGl6TmdVcTJLdUlRcWVkREdEWGctU2tiQWFNRQ?oc=5"" target=""_blank"">How Canada’s Liberals Won: The Regional Breakdown</a>&nbsp;&nbsp;<font color=""#6f6f6f"">American Enterprise Institute</font>",https://news.google.com/rss/articles/CBMimwFBVV95cUxQaHY5VDFvSko3YjRZWjItRW5iQS1GM2VYQ1FsTjg0U0V1Zi1vejN5aU9NWk1LTUQtZWdBajFVQzh5Q214NE5vOGxzUFZ2UjFTV3VJd2Exa2dybE5rYlBEZXIxWjVnVnljUjdzX3NzckdxMkxWN0d1bXlhMDNpb0czMGl6TmdVcTJLdUlRcWVkREdEWGctU2tiQWFNRQ?oc=5,0.5719,Positive
Google News,Liberals table bill to speed up approvals for major 'national interest' projects - constructconnect.com,"<a href=""https://news.google.com/rss/articles/CBMi1wFBVV95cUxNZndPUkpGMFV3QkRuRHRQRUhBNGk4aGJ5UHYtQjhIYTJKTlN3T1QwMGdwcE94SFgzQmd0OTF2T3FMOFIwOElqd0ptb1ZIY1hIN2VTeGtoZUZlUHVfcUZiYjBIZFloRzZYQTN1RjFaT3VHb18xYzNSYTc2Z1hyeDEzbUpJRmYwdTVzUWFqaGc3TzdTc0JEOTRmb2U5d0RmNHlYNGt1T1Y5dEJ0cFJjNmNTSWF4Z0paTzB0YUF0QUdYSUlSbXZhM2Vwb3RZSXJ5bXFpS21KajlVbw?oc=5"" target=""_blank"">Liberals table bill to speed up approvals for major 'national interest' projects</a>&nbsp;&nbsp;<font color=""#6f6f6f"">constructconnect.com</font>",https://news.google.com/rss/articles/CBMi1wFBVV95cUxNZndPUkpGMFV3QkRuRHRQRUhBNGk4aGJ5UHYtQjhIYTJKTlN3T1QwMGdwcE94SFgzQmd0OTF2T3FMOFIwOElqd0ptb1ZIY1hIN2VTeGtoZUZlUHVfcUZiYjBIZFloRzZYQTN1RjFaT3VHb18xYzNSYTc2Z1hyeDEzbUpJRmYwdTVzUWFqaGc3TzdTc0JEOTRmb2U5d0RmNHlYNGt1T1Y5dEJ0cFJjNmNTSWF4Z0paTzB0YUF0QUdYSUlSbXZhM2Vwb3RZSXJ5bXFpS21KajlVbw?oc=5,0.4588,Positive
Google News,Is it any wonder liberals are having a mental health crisis? - New York Post,"<a href=""https://news.google.com/rss/articles/CBMinwFBVV95cUxQVUdOZ1lYZTJDZ1lBMExqdjNoUi1TSFV5dG5taVc3bjdXclNTdElYdVdGOW53SVh4WG1xaDZSOWp0X1lBT0EyWGhtMFFvX0Y0UHVZVEUtWnZzSDhZanpCeUFDSU1QZkFaa1JqZGlLcWdqWU9TbGM1V01xZUo4UXQwcVpFZGhnREFwemlXV182SGxYc2haVjUySlFpeTNTek0?oc=5"" target=""_blank"">Is it any wonder liberals are having a mental health crisis?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">New York Post</font>",https://news.google.com/rss/articles/CBMinwFBVV95cUxQVUdOZ1lYZTJDZ1lBMExqdjNoUi1TSFV5dG5taVc3bjdXclNTdElYdVdGOW53SVh4WG1xaDZSOWp0X1lBT0EyWGhtMFFvX0Y0UHVZVEUtWnZzSDhZanpCeUFDSU1QZkFaa1JqZGlLcWdqWU9TbGM1V01xZUo4UXQwcVpFZGhnREFwemlXV182SGxYc2haVjUySlFpeTNTek0?oc=5,-0.6249,Negative
Google News,"The Occupation Is Destroying Israel From Within, and Liberals Can't Ignore It Anymore - Haaretz","<a href=""https://news.google.com/rss/articles/CBMilgJBVV95cUxQVGY0Q1FuY0U5MDkwYVhMVUxQa0xzcnpCS191TFA1SUtiRXNlRlNLdDBvQjZ1Zld5R1VTVEFnd0djZE1kemx6TnJIR3BjcXJIZzdBeHM2NnZLS1hUTFpmelNWRkVmektKcV9NTTFRNmN6VW1WT2lwSXptbUFhem5hQm1tZmVGaFNvcW9HZmk5RmRDYzZkSVl2NjRodEdFMGZuR3R4NjRrSHdkQU0wNDZ6UVFIcTJPd2pwT24xWGtIMkhkMVpvMnN0ZEZSSXZKZ1dUYjR5RkxiOEFSVVdiNmdNOVhUczhycGJ0WDFITl9iOGtHdHA3RmU0d3AyUG5DV2JxM1BlM29Kdy1fQmpZN0tFQ04yN1M3dw?oc=5"" target=""_blank"">The Occupation Is Destroying Israel From Within, and Liberals Can't Ignore It Anymore</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Haaretz</font>",https://news.google.com/rss/articles/CBMilgJBVV95cUxQVGY0Q1FuY0U5MDkwYVhMVUxQa0xzcnpCS191TFA1SUtiRXNlRlNLdDBvQjZ1Zld5R1VTVEFnd0djZE1kemx6TnJIR3BjcXJIZzdBeHM2NnZLS1hUTFpmelNWRkVmektKcV9NTTFRNmN6VW1WT2lwSXptbUFhem5hQm1tZmVGaFNvcW9HZmk5RmRDYzZkSVl2NjRodEdFMGZuR3R4NjRrSHdkQU0wNDZ6UVFIcTJPd2pwT24xWGtIMkhkMVpvMnN0ZEZSSXZKZ1dUYjR5RkxiOEFSVVdiNmdNOVhUczhycGJ0WDFITl9iOGtHdHA3RmU0d3AyUG5DV2JxM1BlM29Kdy1fQmpZN0tFQ04yN1M3dw?oc=5,-0.3591,Negative
Google News,Tasha Kheiriddin: Liberals finally making Canada's defence a priority - National Post,"<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxQYTd6cXozeXRlNFlqbGVLSGdLRFVOdHk1RzMyNjNINW9hSXRtRDFQWTA2RUhpNjhYcUFrZ1R4YzlYLTNwUG9PSDdNU0J1Qkx5TDVtZUNaOXdDcUwzUkFaWnFBMkhLVm82c0pFQ1FmckhuU0xLc252NDhWQXBQZk5GclFib05JZ3RSeEVWYlByRjVEa3FOWE5xdElpNU9CWFRpTkE?oc=5"" target=""_blank"">Tasha Kheiriddin: Liberals finally making Canada's defence a priority</a>&nbsp;&nbsp;<font color=""#6f6f6f"">National Post</font>",https://news.google.com/rss/articles/CBMiogFBVV95cUxQYTd6cXozeXRlNFlqbGVLSGdLRFVOdHk1RzMyNjNINW9hSXRtRDFQWTA2RUhpNjhYcUFrZ1R4YzlYLTNwUG9PSDdNU0J1Qkx5TDVtZUNaOXdDcUwzUkFaWnFBMkhLVm82c0pFQ1FmckhuU0xLc252NDhWQXBQZk5GclFib05JZ3RSeEVWYlByRjVEa3FOWE5xdElpNU9CWFRpTkE?oc=5,0.1027,Positive
Google News,"POLL: Conservatives more optimistic, liberals more concerned about free speech in 2025 - FIRE | Foundation for Individual Rights and Expression","<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxQdjQ1WFZ0RTJDSE9vM0hBajRORGF4VjVpOFY5LW52ZzhoaFd6LVdsWGhVVFhncjBXaXpOTDFFRFlUd2VURFpWajBmQmlOSWE3Mkk5Q3ZxcEdfM25hSXdYQXQ5R3F3SUxZZXhUb2xDQjByelhZQjNPUjJmREdmWDBDekdWb3ZWaTBnOGZqMzlsbklubTh3clZFNTZNeC1LVVpuRWJVbGlkQ0Y3eUpoOEY0?oc=5"" target=""_blank"">POLL: Conservatives more optimistic, liberals more concerned about free speech in 2025</a>&nbsp;&nbsp;<font color=""#6f6f6f"">FIRE | Foundation for Individual Rights and Expression</font>",https://news.google.com/rss/articles/CBMirwFBVV95cUxQdjQ1WFZ0RTJDSE9vM0hBajRORGF4VjVpOFY5LW52ZzhoaFd6LVdsWGhVVFhncjBXaXpOTDFFRFlUd2VURFpWajBmQmlOSWE3Mkk5Q3ZxcEdfM25hSXdYQXQ5R3F3SUxZZXhUb2xDQjByelhZQjNPUjJmREdmWDBDekdWb3ZWaTBnOGZqMzlsbklubTh3clZFNTZNeC1LVVpuRWJVbGlkQ0Y3eUpoOEY0?oc=5,0.4631,Positive
Google News,Why are liberals and conservatives both outraged about judge shopping? - Northeastern Global News,"<a href=""https://news.google.com/rss/articles/CBMidEFVX3lxTFBHeFc1V0lFc081M2RCM2h4OUdPUkV2eFFkTHVsSGpSTmxkUE9fcmF3cFBVWTl3LWQ3TEJub2h3LXdMM1p3NF9fSFBtREowa21ZczJ6TzBmWEdHeWZPenIzdXZnY2JmZThVbERzWDFZTjJlUjhM?oc=5"" target=""_blank"">Why are liberals and conservatives both outraged about judge shopping?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Northeastern Global News</font>",https://news.google.com/rss/articles/CBMidEFVX3lxTFBHeFc1V0lFc081M2RCM2h4OUdPUkV2eFFkTHVsSGpSTmxkUE9fcmF3cFBVWTl3LWQ3TEJub2h3LXdMM1p3NF9fSFBtREowa21ZczJ6TzBmWEdHeWZPenIzdXZnY2JmZThVbERzWDFZTjJlUjhM?oc=5,-0.5423,Negative
Google News,"Mark Carney’s Liberals win Canadian election upended by Trump, Conservative challenger loses his seat - PBS","<a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxQbGtDVXJKaDVRLURyWjZycDM2Y3JlOW1hbVJDYV8zTVN6Z0RyM0Jqa3dDTWQtTDdQMU9PVEpnamp0TzFwTDJXcUt4WkV5MTFjWWNnTjBIQ3V1c1cyNUpsQlUxSEtvdFE2VFJ5ejdkU0ZXc1VNZ2tMdENYamtKb0ZIZVhYcnhRb1N6T2Qxc29UUzBqbm9kQWQyUE84VGxXcmdkSkVSbGdjS2ZpbElR0gGyAUFVX3lxTFBhMXk5UHFuSDBsWW9qcTZZX19PU0U3VlNmZEVHbHBWUDdDTzUtZzgxdm5YNmxBTnVDWDktVkwyOEZTMVotbDM3Q0o4Z3g5WnlualNHTVVfZng1QXR0NWVGdHFLN04xcXNjSHg5QkwzVWVPYzBlT2lLODRnZHoxeEQ2b0dOU2ZWY0pGdUFQcU16b0JEamNyeHB3c2FkcUNvVEEyOXRCUEotZkFEczMzV3ZQdVE?oc=5"" target=""_blank"">Mark Carney’s Liberals win Canadian election upended by Trump, Conservative challenger loses his seat</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PBS</font>",https://news.google.com/rss/articles/CBMirAFBVV95cUxQbGtDVXJKaDVRLURyWjZycDM2Y3JlOW1hbVJDYV8zTVN6Z0RyM0Jqa3dDTWQtTDdQMU9PVEpnamp0TzFwTDJXcUt4WkV5MTFjWWNnTjBIQ3V1c1cyNUpsQlUxSEtvdFE2VFJ5ejdkU0ZXc1VNZ2tMdENYamtKb0ZIZVhYcnhRb1N6T2Qxc29UUzBqbm9kQWQyUE84VGxXcmdkSkVSbGdjS2ZpbElR0gGyAUFVX3lxTFBhMXk5UHFuSDBsWW9qcTZZX19PU0U3VlNmZEVHbHBWUDdDTzUtZzgxdm5YNmxBTnVDWDktVkwyOEZTMVotbDM3Q0o4Z3g5WnlualNHTVVfZng1QXR0NWVGdHFLN04xcXNjSHg5QkwzVWVPYzBlT2lLODRnZHoxeEQ2b0dOU2ZWY0pGdUFQcU16b0JEamNyeHB3c2FkcUNvVEEyOXRCUEotZkFEczMzV3ZQdVE?oc=5,0.4588,Positive
Google News,"""Post-communists and liberal-leftists"" trying to distort election result, claims Polish president - Notes From Poland","<a href=""https://news.google.com/rss/articles/CBMizwFBVV95cUxOWHNZbTlZell2WXdBN2VxV1FwZV9iaFVPMU9hM3F4ZUdBZmNLNVVrR1JDVU1qQjNqMGZDVENXamdRclBIUmlDWG9pQWFJa2U1ajY2S1FtMWhINlkyMTN5TGtkZ3lXTHpXakVmclFtUFRFcC1vOWxSQTBIOFpCMVNWVlo2RFNtdV85UEU5aG10V2ZDMTl4RGFzZTFQc05oQ2szbHNrTnNVM09iU1Bic0FwMDc1c2lfc2dZNXRUWnRJMDBDV21sNzBQZzdLaTJNekU?oc=5"" target=""_blank"">""Post-communists and liberal-leftists"" trying to distort election result, claims Polish president</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Notes From Poland</font>",https://news.google.com/rss/articles/CBMizwFBVV95cUxOWHNZbTlZell2WXdBN2VxV1FwZV9iaFVPMU9hM3F4ZUdBZmNLNVVrR1JDVU1qQjNqMGZDVENXamdRclBIUmlDWG9pQWFJa2U1ajY2S1FtMWhINlkyMTN5TGtkZ3lXTHpXakVmclFtUFRFcC1vOWxSQTBIOFpCMVNWVlo2RFNtdV85UEU5aG10V2ZDMTl4RGFzZTFQc05oQ2szbHNrTnNVM09iU1Bic0FwMDc1c2lfc2dZNXRUWnRJMDBDV21sNzBQZzdLaTJNekU?oc=5,-0.3182,Negative
Google News,The Liberal Supreme Court Justices Keep Joining Conservatives. It’s Clear What They’re Doing. - Slate Magazine,"<a href=""https://news.google.com/rss/articles/CBMipwFBVV95cUxNcXQ4N2JuN3JnaUtlLUpkbTdxbWhQOWpHZUt5Wk5INk1VQXFra2g0cDZpS3NrMjd4M3AwdVlJeEFKSzV3Q1EtSU00Tk1RaXUteDVYMW01YUNpRnBmUzRYdWN6UFZZYy1ySG1UdXdPRHotaGk4ck9yVWdoSGFqZkx6WklRcXhGLXdmZzk4bkxkV3MtVkJhNVpTWFpLRHdkUW5KelFBb0FYVQ?oc=5"" target=""_blank"">The Liberal Supreme Court Justices Keep Joining Conservatives. It’s Clear What They’re Doing.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Slate Magazine</font>",https://news.google.com/rss/articles/CBMipwFBVV95cUxNcXQ4N2JuN3JnaUtlLUpkbTdxbWhQOWpHZUt5Wk5INk1VQXFra2g0cDZpS3NrMjd4M3AwdVlJeEFKSzV3Q1EtSU00Tk1RaXUteDVYMW01YUNpRnBmUzRYdWN6UFZZYy1ySG1UdXdPRHotaGk4ck9yVWdoSGFqZkx6WklRcXhGLXdmZzk4bkxkV3MtVkJhNVpTWFpLRHdkUW5KelFBb0FYVQ?oc=5,0.7351,Positive
Google News,‘Groundbreaker’ or ‘Kinda Dumb’? Liberals Spent Years Defending Karine Jean-Pierre Before Trashing Her White House Performance - freebeacon.com,"<a href=""https://news.google.com/rss/articles/CBMi6wFBVV95cUxNbWM0X3k0YnNVejY5R2VPTVVFR1hmb2J0X1ZuMk11bUFPY25zajNUZDFWWE13c1BsOHJvRU90MlQ2Qm1xcG5WdF9mTGpLcFVoNTh0eHlSdmJScmR4ZjU2S3hJQVlPVTFsTkRIZlNJdmdqbnVLRkxOYnNCYnRMNENJNGZKaWd1V0FubXZvVkRweTRNQUktZ3RtWWMyWllJSFVJYVRnZ1RfRnU1UGRMNEpMNjVTUDUwazduTUh5SF9HaWZTc3RYRnVaN3NGVFVKYVBJNFl4SHpvNWFVN1VsYm1Yd0dDNlEtNGc4aFVN?oc=5"" target=""_blank"">‘Groundbreaker’ or ‘Kinda Dumb’? Liberals Spent Years Defending Karine Jean-Pierre Before Trashing Her White House Performance</a>&nbsp;&nbsp;<font color=""#6f6f6f"">freebeacon.com</font>",https://news.google.com/rss/articles/CBMi6wFBVV95cUxNbWM0X3k0YnNVejY5R2VPTVVFR1hmb2J0X1ZuMk11bUFPY25zajNUZDFWWE13c1BsOHJvRU90MlQ2Qm1xcG5WdF9mTGpLcFVoNTh0eHlSdmJScmR4ZjU2S3hJQVlPVTFsTkRIZlNJdmdqbnVLRkxOYnNCYnRMNENJNGZKaWd1V0FubXZvVkRweTRNQUktZ3RtWWMyWllJSFVJYVRnZ1RfRnU1UGRMNEpMNjVTUDUwazduTUh5SF9HaWZTc3RYRnVaN3NGVFVKYVBJNFl4SHpvNWFVN1VsYm1Yd0dDNlEtNGc4aFVN?oc=5,0.0,Neutral
Google News,Conservatives slam Liberals over ‘scathing’ AG report on ArriveCan app - Global News,"<a href=""https://news.google.com/rss/articles/CBMiqgFBVV95cUxNQ1dWTV91eVZTR3dFamc0UTlLRm8xZzRzQmJxSTlZNWhoeS1mOUtVMTVDNm5oRDZBQmNLUW1OMVF3UTkxTF9fMzZfcV91ekVnejhjU0xocy16YkVVdEF4bWhGUkdMSU44TldKeFI0MzBBNTBrRmtUQ2NnaW91bGJCdWlNT2pKNWIxOWx2cVpvaHFBMzhJMUR4WVFocVBnam9USnVtX0dmRG53QdIBrwFBVV95cUxNSEw3YUtXb0ZRc1FnTUNUd3U1dkphWnJFbU80Ukk2SGNQdUI4MGxaYjhLSUF3UWR2allYZTFYa2pkOHloY3Q5dUFPZFBQOHdNMmt2NHItMWZZWllNWlV0UXFaNlQ1TkpJNHV4a0wwX2NnVEFVcjJIa05QT0FjYkFzR3d2ZldTMDhNNmJ4cWo4VkJqbHZsUzU5d3NQMkNSV20zNHFWS2owRnRWLVkzWXA0?oc=5"" target=""_blank"">Conservatives slam Liberals over ‘scathing’ AG report on ArriveCan app</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Global News</font>",https://news.google.com/rss/articles/CBMiqgFBVV95cUxNQ1dWTV91eVZTR3dFamc0UTlLRm8xZzRzQmJxSTlZNWhoeS1mOUtVMTVDNm5oRDZBQmNLUW1OMVF3UTkxTF9fMzZfcV91ekVnejhjU0xocy16YkVVdEF4bWhGUkdMSU44TldKeFI0MzBBNTBrRmtUQ2NnaW91bGJCdWlNT2pKNWIxOWx2cVpvaHFBMzhJMUR4WVFocVBnam9USnVtX0dmRG53QdIBrwFBVV95cUxNSEw3YUtXb0ZRc1FnTUNUd3U1dkphWnJFbU80Ukk2SGNQdUI4MGxaYjhLSUF3UWR2allYZTFYa2pkOHloY3Q5dUFPZFBQOHdNMmt2NHItMWZZWllNWlV0UXFaNlQ1TkpJNHV4a0wwX2NnVEFVcjJIa05QT0FjYkFzR3d2ZldTMDhNNmJ4cWo4VkJqbHZsUzU5d3NQMkNSV20zNHFWS2owRnRWLVkzWXA0?oc=5,-0.3818,Negative
Google News,Opinion | The one thing liberals need to address before the June parade - The Washington Post,"<a href=""https://news.google.com/rss/articles/CBMilwFBVV95cUxQb2daeV9XOWFFOFpUcEpmeVY3Um9XdUVsWkFaSEszczN3UGdXRnZzU3FpMVlhanRxNTJPeUdWMzVWeThOZ2Y1LTFseGN2Wkp3NDdEcktwdldUOFZrX2Q3cVNCX3lkaFFYN1hxdGZ3Ykx2SDh0cXZWeTZwMVJxRVgxMU4wUW1ELWY0OXNxbDFObjI0SGFTZGJr?oc=5"" target=""_blank"">Opinion | The one thing liberals need to address before the June parade</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Washington Post</font>",https://news.google.com/rss/articles/CBMilwFBVV95cUxQb2daeV9XOWFFOFpUcEpmeVY3Um9XdUVsWkFaSEszczN3UGdXRnZzU3FpMVlhanRxNTJPeUdWMzVWeThOZ2Y1LTFseGN2Wkp3NDdEcktwdldUOFZrX2Q3cVNCX3lkaFFYN1hxdGZ3Ykx2SDh0cXZWeTZwMVJxRVgxMU4wUW1ELWY0OXNxbDFObjI0SGFTZGJr?oc=5,0.0,Neutral
Google News,Bill Maher Suggests Liberals Bring Joe Rogan & Elon Musk Back Into The Fold - Deadline,"<a href=""https://news.google.com/rss/articles/CBMiiAFBVV95cUxNa1RHbzd4MkxfY0V2ZXZBUVRqektHV093d0pCUlYyZjd0YU02WkgwQl9pcDk0NzIzNktPMUhlRS1GMWxoOUFVbEprel81R2JWRV9RWHlMQmNEWjEwOE44NzN2Rzc0ZVJnRGJHWi1aNGhLejM5SEg0d1Vic3k1RWpjX3RWR3l3bndR?oc=5"" target=""_blank"">Bill Maher Suggests Liberals Bring Joe Rogan & Elon Musk Back Into The Fold</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Deadline</font>",https://news.google.com/rss/articles/CBMiiAFBVV95cUxNa1RHbzd4MkxfY0V2ZXZBUVRqektHV093d0pCUlYyZjd0YU02WkgwQl9pcDk0NzIzNktPMUhlRS1GMWxoOUFVbEprel81R2JWRV9RWHlMQmNEWjEwOE44NzN2Rzc0ZVJnRGJHWi1aNGhLejM5SEg0d1Vic3k1RWpjX3RWR3l3bndR?oc=5,0.0,Neutral
Google News,Why Liberals Struggle to Cope With Epochal Change - The Atlantic,"<a href=""https://news.google.com/rss/articles/CBMilgFBVV95cUxORFpuTUJ3bzQ5V29IRldvaVJ0eG1GenM1Z0ZnTTYyNzhKMHl2bGZIS2JPNkdiUmdIYkZ3LWZ1TUlRdk9QOFNvZE9Xa0xtejItUGFYRUROcnNrMjdrdTlqdTJISHNzSGpEd2xQOW1WeWg2dkJJdU9GcTdBRVZ6TmZ1OTdEWmE3YmJnSlF0a1BzMEc4N2JwcHc?oc=5"" target=""_blank"">Why Liberals Struggle to Cope With Epochal Change</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Atlantic</font>",https://news.google.com/rss/articles/CBMilgFBVV95cUxORFpuTUJ3bzQ5V29IRldvaVJ0eG1GenM1Z0ZnTTYyNzhKMHl2bGZIS2JPNkdiUmdIYkZ3LWZ1TUlRdk9QOFNvZE9Xa0xtejItUGFYRUROcnNrMjdrdTlqdTJISHNzSGpEd2xQOW1WeWg2dkJJdU9GcTdBRVZ6TmZ1OTdEWmE3YmJnSlF0a1BzMEc4N2JwcHc?oc=5,-0.3182,Negative
Google News,Liberals considering arming the Coast Guard amid significant pivot towards new security mandate - Yahoo News Canada,"<a href=""https://news.google.com/rss/articles/CBMihwFBVV95cUxOY3FGV3pjWkkzTzBJVmJrZmp4TnplMWRzemhYT2JKNC1vYXA4aHJ2aTdoVzV4SmRtOXZ1T2JBSDdDUTJ6eHdYUlFjQTZUR1RSX3QzWWFhUzZpalFuRU5hcTVnSUY5Ykxxclo1cEROZlVQaWE4MmRBN2FLd2dEZkZPN2pqTDdGNVE?oc=5"" target=""_blank"">Liberals considering arming the Coast Guard amid significant pivot towards new security mandate</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo News Canada</font>",https://news.google.com/rss/articles/CBMihwFBVV95cUxOY3FGV3pjWkkzTzBJVmJrZmp4TnplMWRzemhYT2JKNC1vYXA4aHJ2aTdoVzV4SmRtOXZ1T2JBSDdDUTJ6eHdYUlFjQTZUR1RSX3QzWWFhUzZpalFuRU5hcTVnSUY5Ykxxclo1cEROZlVQaWE4MmRBN2FLd2dEZkZPN2pqTDdGNVE?oc=5,0.4939,Positive
